date,new_cases,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index
2020-06-11,56,12003,47.857,277,1,0.571,234.117,1.092,0.933,5.403,0.02,0.011,1.08,15645,1041394,20.312,0.305,13676,0.267,0.003,285.8,0,0,0,0,0,0,0,0,0,53.24
2020-06-12,48,12051,47.429,277,0,0.571,235.053,0.936,0.925,5.403,0,0.011,0.99,15849,1057243,20.621,0.309,13578,0.265,0.003,286.3,0,0,0,0,0,0,0,0,0,53.24
2020-06-13,34,12085,44.143,277,0,0.571,235.717,0.663,0.861,5.403,0,0.011,0.93,14109,1071352,20.897,0.275,13429,0.262,0.003,304.2,0,0,0,0,0,0,0,0,0,53.24
2020-06-14,36,12121,43.857,277,0,0.571,236.419,0.702,0.855,5.403,0,0.011,0.99,7620,1078972,21.045,0.149,13241,0.258,0.003,301.9,0,0,0,0,0,0,0,0,0,53.24
2020-06-15,34,12155,43.286,278,1,0.571,237.082,0.663,0.844,5.422,0.02,0.011,1.01,5954,1084926,21.161,0.116,13012,0.254,0.003,300.6,0,0,0,0,0,0,0,0,0,53.24
2020-06-16,43,12198,42.286,279,1,0.429,237.921,0.839,0.825,5.442,0.02,0.008,1.05,12209,1097135,21.4,0.238,12657,0.247,0.003,299.3,0,0,0,0,0,0,0,0,0,53.24
2020-06-17,59,12257,44.286,280,1,0.571,239.071,1.151,0.864,5.461,0.02,0.011,1.14,14199,1111334,21.676,0.277,12226,0.238,0.004,276.1,0,0,0,0,0,0,0,0,0,53.24
2020-06-18,49,12306,43.286,280,0,0.429,240.027,0.956,0.844,5.461,0,0.008,1.12,12664,1123998,21.923,0.247,11801,0.23,0.004,272.6,0,0,0,0,0,0,0,0,0,53.24
2020-06-19,67,12373,46,280,0,0.429,241.334,1.307,0.897,5.461,0,0.008,1.12,12875,1136873,22.175,0.251,11376,0.222,0.004,247.3,0,0,0,0,0,0,0,0,0,53.24
2020-06-20,48,12421,48,280,0,0.429,242.27,0.936,0.936,5.461,0,0.008,1.01,12558,1149431,22.42,0.245,11154,0.218,0.004,232.4,0,0,0,0,0,0,0,0,0,53.24
2020-06-21,17,12438,45.286,280,0,0.429,242.602,0.332,0.883,5.461,0,0.008,0.92,6961,1156392,22.555,0.136,11060,0.216,0.004,244.2,0,0,0,0,0,0,0,0,0,53.24
2020-06-22,46,12484,47,281,1,0.429,243.499,0.897,0.917,5.481,0.02,0.008,0.99,6271,1162663,22.678,0.122,11105,0.217,0.004,236.3,0,0,0,0,0,0,0,0,0,53.24
2020-06-23,51,12535,48.143,281,0,0.286,244.494,0.995,0.939,5.481,0,0.006,0.96,11071,1173734,22.894,0.216,10943,0.213,0.004,227.3,0,0,0,0,0,0,0,0,0,53.24
2020-06-24,28,12563,43.714,282,1,0.286,245.04,0.546,0.853,5.5,0.02,0.006,0.87,14618,1188352,23.179,0.285,11003,0.215,0.004,251.7,0,0,0,0,0,0,0,0,0,53.24
2020-06-25,39,12602,42.286,282,0,0.286,245.801,0.761,0.825,5.5,0,0.006,0.94,13226,1201578,23.437,0.258,11083,0.216,0.004,262.1,0,0,0,0,0,0,0,0,0,53.24
2020-06-26,51,12653,40,282,0,0.286,246.795,0.995,0.78,5.5,0,0.006,1.05,11909,1213487,23.669,0.232,10945,0.213,0.004,273.6,0,0,0,0,0,0,0,0,0,53.24
2020-06-27,62,12715,42,282,0,0.286,248.005,1.209,0.819,5.5,0,0.006,1.16,10427,1223914,23.872,0.203,10640,0.208,0.004,253.3,0,0,0,0,0,0,0,0,0,53.24
2020-06-28,42,12757,45.571,282,0,0.286,248.824,0.819,0.889,5.5,0,0.006,1.15,8776,1232690,24.043,0.171,10900,0.213,0.004,239.2,0,0,0,0,0,0,0,0,0,53.24
2020-06-29,43,12800,45.143,282,0,0.143,249.663,0.839,0.881,5.5,0,0.003,1.12,8765,1241455,24.214,0.171,11256,0.22,0.004,249.3,0,0,0,0,0,0,0,0,0,53.24
2020-06-30,50,12850,45,282,0,0.143,250.638,0.975,0.878,5.5,0,0.003,1.11,11502,1252957,24.439,0.224,11318,0.221,0.004,251.5,0,0,0,0,0,0,0,0,0,53.24
2020-07-01,54,12904,48.714,282,0,0,251.691,1.053,0.95,5.5,0,0,1.14,12748,1265705,24.687,0.249,11050,0.216,0.004,226.8,0,0,0,0,0,0,0,0,0,53.24
2020-07-02,63,12967,52.143,282,0,0,252.92,1.229,1.017,5.5,0,0,1.17,10475,1276180,24.892,0.204,10657,0.208,0.005,204.4,0,0,0,0,0,0,0,0,0,56.94
2020-07-03,63,13030,53.857,283,1,0.143,254.149,1.229,1.05,5.52,0.02,0.003,1.14,10021,1286201,25.087,0.195,10388,0.203,0.005,192.9,0,0,0,0,0,0,0,0,0,56.94
2020-07-04,61,13091,53.714,283,0,0.143,255.339,1.19,1.048,5.52,0,0.003,1.12,11001,1297202,25.302,0.215,10470,0.204,0.005,194.9,0,0,0,0,0,0,0,0,0,53.24
2020-07-05,46,13137,54.286,284,1,0.286,256.236,0.897,1.059,5.539,0.02,0.006,1.08,,,,,10166,0.198,0.005,187.3,0,0,0,0,0,0,0,0,0,53.24
2020-07-06,44,13181,54.429,285,1,0.429,257.094,0.858,1.062,5.559,0.02,0.008,1.05,,1310504,25.561,,9864,0.192,0.006,181.2,0,0,0,0,0,0,0,0,0,53.24
2020-07-07,63,13244,56.286,285,0,0.429,258.323,1.229,1.098,5.559,0,0.008,1.02,12015,1322519,25.796,0.234,9937,0.194,0.006,176.5,0,0,0,0,0,0,0,0,0,53.24
2020-07-08,49,13293,55.571,287,2,0.714,259.279,0.956,1.084,5.598,0.039,0.014,0.93,13204,1335723,26.053,0.258,10003,0.195,0.006,180,0,0,0,0,0,0,0,0,0,53.24
2020-07-09,45,13338,53,288,1,0.857,260.156,0.878,1.034,5.617,0.02,0.017,0.86,12136,1347859,26.29,0.237,10240,0.2,0.005,193.2,0,0,0,0,0,0,0,0,0,53.24
2020-07-10,35,13373,49,288,0,0.714,260.839,0.683,0.956,5.617,0,0.014,0.81,13504,1361363,26.553,0.263,10737,0.209,0.005,219.1,0,0,0,0,0,0,0,0,0,53.24
2020-07-11,44,13417,46.571,289,1,0.857,261.697,0.858,0.908,5.637,0.02,0.017,0.93,,,,,10520,0.205,0.004,225.9,0,0,0,0,0,0,0,0,0,53.24
2020-07-12,62,13479,48.857,289,0,0.714,262.906,1.209,0.953,5.637,0,0.014,1.06,,1380314,26.923,,10923,0.213,0.004,223.6,0,0,0,0,0,0,0,0,0,53.24
2020-07-13,33,13512,47.286,289,0,0.571,263.55,0.644,0.922,5.637,0,0.011,0.97,6153,1386467,27.043,0.12,10852,0.212,0.004,229.5,0,0,0,0,0,0,0,0,0,53.24
